연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
350,2017,공공(일반),경기도,평택시,지자체,직영,1994,평택시립도서관 팽성분관,경기도 평택시 팽성읍 안정로95번길 15-25,팽성도서관,031-8024-5481,031-8024-5489,http://www.ptlib.go.kr,경기도 평택시,460,461,182,2475,3298,908,2474,1305,9929,2037,121.0,106.0,21.0,307.0,647.0,170.0,715.0,361.0,1918.0,588.0,1744.0,3334.0,1180.0,10439.0,5362.0,5792.0,8595.0,3729.0,31408.0,6067,2737,4608,1910,14912,8008,7411,5961,2470,45474,9500,2000.0,969.0,324,31070,41220,24,102991,106133.0
351,2017,공공(일반),경기도,평택시,지자체,직영,2005,평택시립안중도서관,경기 평택시 안중읍 학현리,572번지(서동대로 1531),031-8024-8340,031-8024-8349,http://www.ptlib.net,평택시,406,324,534,3140,5105,762,4022,1401,12015,2979,246.0,289.0,64.0,1107.0,794.0,586.0,4172.0,272.0,5757.0,805.0,3463.0,4650.0,2292.0,19338.0,10963.0,10299.0,19509.0,4770.0,63475.0,11645,6945,8213,4445,32752,15207,12015,13393,6721,74665,18260,4841.0,4200.0,324,31070,41220,13,192616,195184.0
352,2017,공공(일반),경기도,평택시,지자체,직영,2014,평택시립오성도서관,경기도 평택시 오성면 오성새싹길 3,3 (오성도서관),031-8024-8565,031-8024-8569,http://www.ptlib.net,평택시,99,105,42,316,410,203,581,104,1483,298,51.0,54.0,21.0,162.0,209.0,104.0,297.0,53.0,757.0,152.0,564.0,598.0,236.0,1797.0,2331.0,1157.0,3301.0,591.0,8427.0,1695,1024,1611,415,4304,2622,2383,2613,664,13940,3066,853.0,729.43,248,31070,41220,4,32642,26198.0
353,2017,공공(일반),경기도,평택시,지자체,직영,2014,평택시립장당도서관,경기도 평택시 장당길 116 (장당동),장당도서관 1층 사무실,031-8024-7465,031-8024-7469,http://www.ptlib.net,경기도 평택시,1075,1233,424,5441,7846,1658,5343,2577,24725,3609,299.0,407.0,92.0,1117.0,1420.0,629.0,3424.0,427.0,5879.0,1096.0,3882.0,6136.0,1659.0,17837.0,10084.0,9688.0,19527.0,5275.0,59895.0,10009,2812,4368,1451,13009,5313,5465,5474,1571,33103,6411,5914.0,2813.0,324,31070,41220,4,78977,212713.0
354,2017,공공(일반),경기도,평택시,지자체,직영,2015,평택시립청북도서관,경기도 평택시 청북읍 안청로2길 60,청북문화센터 2층,031-8024-8582,031-8024-8584,http://www.ptlib.go.kr,평택시,439,234,141,1141,1201,556,734,493,3259,615,220.0,117.0,71.0,571.0,600.0,278.0,367.0,246.0,1629.0,308.0,2450.0,1322.0,797.0,6439.0,6775.0,3136.0,4144.0,2782.0,18387.0,3470,759,811,264,2999,1621,1396,807,534,9756,1786,75770.0,478.0,248,31070,41220,3,20733,62922.0
355,2017,공공(일반),경기도,포천시,교육청,직영,1989,경기포천교육도서관,경기도 포천시 신읍동,33(중앙로 92-6),031-531-8751,031-531-8754,http://www.pclib.or.kr,경기도포천시,151,65,38,346,517,146,149,302,1544,285,46.0,143.0,42.0,334.0,206.0,126.0,104.0,68.0,1135.0,149.0,770.0,1238.0,553.0,2786.0,1200.0,1359.0,1691.0,1044.0,10682.0,1432,5204,5724,3968,20022,7500,8507,6241,5034,41387,9896,1662.0,1395.0,299,31270,41650,29,113483,28651.0
356,2017,공공(일반),경기도,포천시,지자체,직영,2014,포천시립가산도서관,경기도 포천시 선마로,223  포천시립가산도서관,031-538-3981,031-538-3985,http://lib.pcs21.net/gs,포천시,49,18,55,209,373,51,90,162,914,371,7.0,16.0,0.0,26.0,10.0,11.0,19.0,15.0,163.0,34.0,297.0,387.0,126.0,1045.0,724.0,594.0,276.0,409.0,4085.0,727,1530,1759,838,4056,1980,2044,1363,1040,11351,2551,6648.0,998.0,298,31270,41650,4,28512,11263.0
357,2017,공공(일반),경기도,포천시,지자체,직영,2010,포천시립소흘도서관,경기도 포천시 송우로,101-29 (포천시립소흘도서관),031-538-3951,031-538-3957,http://lib.pocheon.go.kr/sh,포천시,1004,383,365,1627,2989,603,572,1132,7315,1546,438.0,600.0,53.0,1993.0,1082.0,659.0,397.0,547.0,4603.0,585.0,2353.0,2566.0,1075.0,7193.0,4297.0,3512.0,1912.0,2077.0,22288.0,3928,5133,3785,1767,12018,5720,4505,3303,2285,26574,6676,3992.0,1985.0,341,31270,41650,8,71766,79694.0
358,2017,공공(일반),경기도,포천시,지자체,직영,2013,포천시립영북도서관,경기도 포천시 운천안길,3,031-538-3972,031-538-3975,http://lib.pocheon.go.kr/yb,영북면,50,19,20,256,246,84,44,157,900,200,31.0,38.0,6.0,91.0,154.0,58.0,19.0,53.0,786.0,116.0,304.0,613.0,268.0,1772.0,1031.0,1083.0,453.0,969.0,6406.0,1553,1318,1610,589,3769,1750,1452,1171,744,9793,2627,1382.0,1127.0,298,31270,41650,5,24823,17780.0
359,2017,공공(일반),경기도,포천시,지자체,직영,2006,포천시립영중꿈나무도서관,경기도 포천시 양문로,51,031-538-3942,031-538-3945,http://lib.pocheon.go.kr/yj,영중면,6,1,3,4,17,4,3,14,59,2,2.0,25.0,1.0,26.0,16.0,7.0,2.0,18.0,165.0,19.0,51.0,154.0,26.0,138.0,194.0,90.0,28.0,51.0,645.0,66,1902,1051,464,4615,3727,943,785,1173,14565,2956,6600.0,611.0,248,31270,41650,12,32181,1837.0
360,2017,공공(일반),경기도,포천시,지자체,직영,2006,포천시립일동도서관,경기 포천시 일동면,화동로 1021,031-538-3931,031-538-3936,http://lib.pcs21.net/id/,포천시,60,68,39,260,431,101,446,118,1682,339,13.0,39.0,3.0,79.0,54.0,50.0,108.0,17.0,323.0,83.0,844.0,2032.0,616.0,4350.0,1601.0,2193.0,2597.0,1233.0,14292.0,3254,3401,4466,1941,12649,4771,4961,3391,2690,30224,6236,1745.0,2000.0,299,31270,41650,12,74730,37325.0
361,2017,공공(일반),경기도,포천시,지자체,직영,2012,포천시립중앙도서관,경기도 포천시 중앙로207번길,26 (포천시립중앙도서관),031-538-3912,031-538-3925,http://lib.pocheon.go.kr/center,포천시,1148,707,341,3781,5496,447,586,2213,14523,3770,226.0,196.0,39.0,571.0,718.0,309.0,169.0,343.0,2309.0,678.0,943.0,1973.0,676.0,4722.0,133.0,4082.0,1721.0,768.0,11823.0,2879,5231,4859,2466,15182,6294,5700,4297,3230,34721,8519,6815.0,4919.0,340,31270,41650,6,90499,68290.0
362,2017,공공(일반),경기도,하남시,지자체,직영,2009,하남시 나룰도서관,경기도 하남시 덕풍북로,180 (덕풍동 나룰도서관),031-790-6887,031-790-6989,http://www.hanamlib.go.kr/nalib,하남시,5204,2192,1565,15175,17242,3790,2408,5670,59211,12775,946.0,798.0,253.0,2604.0,3202.0,1263.0,791.0,933.0,11336.0,2651.0,10977.0,10649.0,4639.0,38985.0,23872.0,18269.0,7518.0,11274.0,106936.0,24114,8917,8300,4380,27599,10335,11234,6736,5530,58022,13622,67983.0,3486.0,330,31180,41450,9,154675,407242.0
363,2017,공공(일반),경기도,하남시,지자체,직영,2016,하남시 덕풍도서관,경기도 하남시 역말로 14 (덕풍동),덕풍도서관,031-790-6959,031-790-6958,https://www.hanamlib.go.kr/dulib/index.do,하남시,676,232,15,1137,1273,287,116,375,5836,1165,64.0,122.0,15.0,287.0,175.0,135.0,46.0,65.0,1206.0,130.0,865.0,1068.0,258.0,4114.0,1645.0,1993.0,464.0,1032.0,12745.0,2144,910,884,278,2308,992,942,495,275,5735,1379,436.0,719.0,323,31180,41450,2,14198,39685.0
364,2017,공공(일반),경기도,하남시,지자체,직영,1996,하남시신장도서관,경기도 하남시 하남대로 740 (신장동),740 (하남시신장도서관),031-795-0694,031-790-6599,https://www.hanamlib.go.kr/silib,하남시,1288,793,344,4698,5533,1176,854,1467,19310,4137,507.0,601.0,126.0,1651.0,1882.0,920.0,472.0,413.0,7290.0,1396.0,4594.0,7062.0,2073.0,17511.0,8526.0,8630.0,3945.0,3940.0,49062.0,10883,10413,10506,5281,33582,11688,14648,10250,5061,62301,15804,13912.0,2145.0,335,31180,41450,22,179534,171084.0
365,2017,공공(일반),경기도,화성시,교육청,직영,2006,경기화성교육도서관,경기도 화성시 향남읍 발안로 85-10,경기도 화성시 향남읍 도이리 203-12 경기화성교육도서관,031-369-5700,031-366-2936,http://www.balib.or.kr,경기도 화성시,2168,3720,1656,12113,4190,7818,7112,3238,33857,6746,238.0,418.0,100.0,1401.0,751.0,760.0,881.0,287.0,4276.0,703.0,660.0,689.0,502.0,2996.0,3171.0,1324.0,3779.0,1338.0,12454.0,2432,4039,5201,3284,15989,7849,7807,4791,4885,39657,8954,4552.0,2373.0,293,31240,41590,12,102456,121778.0
366,2017,공공(일반),경기도,화성시,지자체,위탁,2011,동탄복합문화센터도서관,경기도 화성시 노작로,134,031-8015-8203,031-8015-8229,http://www.hscitylib.or.kr,화성시,5073,2534,1654,15803,2337,2858,14923,10329,93346,17008,1721.0,1825.0,468.0,5566.0,4633.0,2792.0,42135.0,1578.0,24576.0,4410.0,14572.0,15067.0,5675.0,58622.0,33545.0,30114.0,30920.0,24510.0,197746.0,39084,6348,7025,3983,23802,10746,11050,23679,6483,54048,12812,40397.0,6464.0,325,31240,41590,7,159976,705424.0
367,2017,공공(일반),경기도,화성시,지자체,위탁,2009,봉담도서관,경기도 화성시 봉담읍 샘마을1길 8-4,8-4 (봉담도서관),031-227-7281,031-227-2392,http://www.hscitylib.or.kr/,경기도,2474,1172,715,7400,10158,1553,1302,9618,33884,7275,1303.0,2139.0,644.0,5362.0,2193.0,2564.0,1849.0,1521.0,15966.0,3257.0,5751.0,6494.0,2889.0,25979.0,15203.0,10808.0,5446.0,11446.0,75396.0,16085,4223,4485,2019,15094,7328,5791,4099,3384,35875,8859,2394.0,4574.0,325,31240,41590,9,91157,287846.0
368,2017,공공(일반),경기도,화성시,지자체,위탁,2013,정남도서관,경기도 화성시 만년로,527,031-8059-4946,031-8059-6569,http://www.hscitylib.or.kr/,경기도,919,414,340,3224,3013,617,741,1487,9277,2172,444.0,579.0,272.0,1593.0,608.0,1273.0,492.0,293.0,3088.0,813.0,979.0,1262.0,838.0,5023.0,2424.0,3207.0,1726.0,1794.0,10926.0,2721,1490,1400,944,4767,2787,2465,1633,1226,12357,3456,1713.0,567.22,322,31240,41590,5,32525,62559.0
369,2017,공공(일반),경기도,화성시,지자체,위탁,2016,화성시 동탄중앙이음터도서관,경기도 화성시 동탄대로시범길 117 (청계동),"동탄중앙이음터 3,4층",031-378-7344,031-378-7345,http://hscitylib.or.kr/iutlib,경기도,5099,2868,1826,19217,23688,3917,4001,12064,66017,12064,768.0,818.0,121.0,2729.0,2261.0,1476.0,1246.0,866.0,10572.0,2206.0,10601.0,9106.0,3580.0,46054.0,29257.0,22863.0,10118.0,19868.0,113670.0,25228,4054,3419,2088,12330,5728,5503,3936,2953,25072,6328,10392.92,2965.15,323,31240,41590,2,71411,464169.0
370,2017,공공(일반),경기도,화성시,지자체,위탁,2016,화성시 진안도서관,경기도 화성시 병점중앙로,229 (진안동),031-224-9977,031-224-0040,Http://www.hscitylib.or.kr,화성시,1271,777,790,5494,7230,1046,775,2228,18042,3758,274.0,266.0,80.0,726.0,620.0,437.0,223.0,327.0,2941.0,519.0,3033.0,3360.0,1654.0,15582.0,10081.0,7780.0,2782.0,5141.0,37369.0,8396,2546,2665,1327,9618,4500,4882,2437,2110,21457,4781,1565.0,2931.0,323,31240,41590,2,56323,143002.0
371,2017,공공(일반),경기도,화성시,지자체,위탁,1994,화성시남양도서관,경기 화성시 남양동,역골중앙로 143,031-356-5241,031-356-5357,http://www.hscitylib.or.kr,남양읍비봉면매송면,377,281,238,1856,2535,338,589,852,5852,1442,139.0,169.0,18.0,433.0,255.0,265.0,163.0,153.0,2345.0,241.0,1715.0,2256.0,1034.0,8483.0,3935.0,4989.0,1951.0,2849.0,32734.0,3845,5497,7344,4069,22144,10719,10021,6420,5736,63144,12003,4556.0,4500.0,311,31240,41590,24,147097,82332.0
372,2017,공공(일반),경기도,화성시,지자체,위탁,2012,화성시립송산도서관,경기도 화성시 송산면 삼일공원로 87,삼일공원로 87,031-355-5798,031-355-7295,http://www.hscitylib.or.kr,송산면 마도면 서신면,420,322,193,1695,2346,263,244,925,5563,1513,173.0,295.0,80.0,713.0,540.0,318.0,220.0,161.0,2592.0,351.0,1465.0,2005.0,1183.0,6548.0,3514.0,3582.0,1485.0,2745.0,19182.0,3962,2496,3077,1721,10187,4904,4907,2732,2179,24411,5073,8070.0,3907.0,321,31240,41590,6,61687,64598.0
373,2017,공공(일반),경기도,화성시,지자체,위탁,2005,화성시병점도서관,경기도 화성시 병점3로,132 6 (병점도서관),031-226-1822,031-226-1824,http://www.hscitylib.or.kr,화성시,1142,908,736,5149,6718,1432,1058,5073,28609,4861,541.0,762.0,140.0,1961.0,1411.0,1090.0,740.0,773.0,9038.0,1225.0,4180.0,5483.0,2069.0,18468.0,9012.0,10133.0,4868.0,11319.0,65995.0,11552,5917,6564,3854,20192,10236,8916,7968,5987,49887,10590,48951.0,2630.0,316,31240,41590,13,130111,216446.0
374,2017,공공(일반),경기도,화성시,지자체,위탁,2004,화성시삼괴도서관,경기도 화성시 우정읍 조암리 ,쌍봉로 109-26,031-358-2101,031-358-2102,www.hscitylib.or.kr,화성시 조암,1477,1339,1324,2312,3546,1606,1506,1908,7889,2247,431.0,628.0,357.0,1094.0,763.0,707.0,452.0,624.0,3316.0,729.0,2579.0,3574.0,1779.0,8691.0,5243.0,6052.0,3230.0,3293.0,38852.0,5244,4556,4987,2767,15149,7524,7917,4519,3999,41310,8973,6612.0,1965.0,320,31240,41590,14,101701,112792.0
375,2017,공공(일반),경기도,화성시,지자체,위탁,1998,화성시태안도서관,경기 화성시 안녕동,용주로 22,031-223-4764,031-236-7822,Http://www.hscitylib.or.kr,경기도 화성시 화산동,285,225,128,1007,2053,322,314,538,5996,1294,137.0,326.0,100.0,851.0,724.0,434.0,229.0,189.0,3990.0,601.0,1237.0,1883.0,664.0,6141.0,3206.0,3866.0,1198.0,1720.0,26339.0,3782,4344,5935,3124,18473,7836,8759,5449,4932,46748,9300,902.0,902.0,317,31240,41590,20,114900,69779.0
612,2017,공공(일반),서울특별시,강남구,교육청,직영,1982,서울특별시교육청강남도서관,서울특별시 강남구 선릉로116길 45 (삼성동),서울특별시교육청강남도서관,02-3448-4741,02-3443-4713,http://gnlib.sen.go.kr,강남구,1810,1442,582,8523,11246,1710,1078,6835,60133,9342,647.0,830.0,220.0,2152.0,487.0,1188.0,567.0,436.0,4127.0,1236.0,5825.0,7466.0,1980.0,19368.0,4382.0,10692.0,5105.0,3924.0,37142.0,11120,6698,8426,4255,25594,9132,11902,7871,5487,53464,13157,1079.1,1631.41,314,11230,11680,36,145986,221595.0
613,2017,공공(일반),서울특별시,강남구,교육청,직영,1984,서울특별시교육청개포도서관,서울특별시 강남구 선릉로4길 30 (개포동),서울특별시교육청 개포도서관,02-3460-8200,02-3462-1970,http://gplib.sen.go.kr,서울시 강남구,3660,2324,1940,13539,19437,2731,1469,9828,101959,19773,1491.0,1090.0,29.0,2047.0,2172.0,368.0,853.0,357.0,10508.0,1364.0,9930.0,13961.0,4722.0,39870.0,6686.0,21764.0,19082.0,7537.0,69745.0,19231,8800,10595,5622,34483,9514,12848,9359,6207,77942,18809,10000.0,2377.0,323,11230,11680,34,194179,409467.0
614,2017,공공(일반),서울특별시,강남구,지자체,위탁,2009,강남 역삼 푸른솔 도서관,서울 강남구 역삼1동,827-61 4층,02-2051-1178,02-2051-1103,http://library.gangnam.go.kr/,강남구,455,364,236,1171,2183,457,181,397,7785,1258,112.0,107.0,33.0,228.0,430.0,104.0,52.0,79.0,1529.0,302.0,1144.0,1656.0,702.0,3972.0,3598.0,1834.0,888.0,1129.0,17883.0,3613,1916,1681,1077,4715,2780,1965,1538,887,13979,3034,1244.7,568.28,318,11230,11680,9,33572,53882.0
615,2017,공공(일반),서울특별시,강남구,지자체,위탁,1997,논현도서관,서울특별시 강남구 학동로43길,17 (논현2동주민센터) 6층,02-3443-7650,02-542-6459,http://nhlib.gangnam.go.kr/,강남구,347,404,95,1459,1709,445,147,781,10057,1066,96.0,159.0,19.0,379.0,235.0,147.0,57.0,63.0,1588.0,218.0,1339.0,2330.0,435.0,5651.0,3078.0,2845.0,1008.0,1625.0,26831.0,3126,1754,2636,1001,6381,3906,2547,1497,899,23034,4061,1767.0,450.0,319,11230,11680,21,47716,67739.0
616,2017,공공(일반),서울특별시,강남구,지자체,위탁,1999,대치도서관,"서울특별시 강남구 삼성로 212 (대치동, 은마아파트)",복지상가 215호,02-565-6666,02-554-6666,http://dchlib.gangnam.go.kr/,강남구,1078,759,252,2158,3055,694,342,387,16824,2661,468.0,504.0,88.0,1096.0,1089.0,415.0,227.0,153.0,5445.0,873.0,3041.0,3789.0,995.0,8441.0,5487.0,3320.0,1869.0,1358.0,38696.0,6944,2527,2224,948,6826,3145,2543,1861,746,24417,4243,6070.9,570.09,314,11230,11680,19,49480,112508.0
617,2017,공공(일반),서울특별시,강남구,지자체,위탁,2013,도곡정보문화도서관,서울특별시 강남구 도곡로18길 57 (도곡동),도곡정보문화도서관,02-2176-0782,02-529-0377,http://dogoklib.gangnam.go.kr/,강남구,3548,1829,1435,10530,14141,3334,1841,8902,49718,8605,498.0,598.0,154.0,1600.0,1717.0,1030.0,734.0,579.0,7118.0,1277.0,7214.0,7411.0,3067.0,24564.0,16761.0,11668.0,6226.0,11632.0,81791.0,17252,3473,3461,1735,11214,5106,4986,3154,2850,23633,5493,2812.0,2930.0,325,11230,11680,5,65105,306774.0
618,2017,공공(일반),서울특별시,강남구,지자체,위탁,2007,역삼도서관,서울특별시 강남구 역삼로7길,16 (역삼1문화센터),02-508-1139,,http://yslib.gangnam.go.kr/,강남구,191,235,75,788,882,354,143,417,5557,1093,55.0,125.0,45.0,287.0,240.0,133.0,78.0,95.0,1435.0,306.0,1408.0,3017.0,1134.0,6750.0,2200.0,2971.0,1520.0,1659.0,23439.0,4750,1256,1711,750,4574,1689,1918,1126,676,15882,2577,396.0,396.0,320,11230,11680,11,32159,61382.0
619,2017,공공(일반),서울특별시,강남구,지자체,위탁,2004,정다운도서관,서울특별시 강남구 학동로67길,11(청담평생학습관) 3층,02-512-9326,00-000-0000,http://library.gangnam.go.kr,강남구,759,714,128,1812,2615,610,433,3005,15935,1588,136.0,191.0,42.0,446.0,352.0,202.0,144.0,243.0,2588.0,331.0,1660.0,2110.0,449.0,4786.0,3998.0,2176.0,1230.0,4618.0,29825.0,4106,1671,2327,983,5869,2587,2473,1912,989,19020,3821,1088.0,307.0,319,11230,11680,14,41652,87232.0
620,2017,공공(일반),서울특별시,강남구,지자체,위탁,2004,즐거운도서관,서울특별시 강남구 도곡로77길 23 (대치동),대치4문화센터 4층,02-565-7533,02-563-7383,http://library.gangnam.go.kr,강남구,899,440,70,1151,2468,594,271,364,11468,1795,229.0,318.0,48.0,775.0,947.0,384.0,227.0,151.0,4536.0,692.0,1908.0,2624.0,434.0,5404.0,4268.0,2844.0,1801.0,1363.0,27410.0,4881,900,1622,469,3806,2265,1871,1608,562,13034,2361,1154.0,325.0,320,11230,11680,14,28498,80764.0
621,2017,공공(일반),서울특별시,강남구,지자체,위탁,1999,청담도서관,서울특별시 강남구 청담동 ,124-1 청담동주민센터 7층,02-540-7042,,http://cdlib.gangnam.go.kr/,강남구,228,545,178,829,1777,444,71,466,4603,1326,64.0,240.0,59.0,374.0,445.0,238.0,74.0,123.0,1387.0,381.0,802.0,1800.0,707.0,4740.0,3142.0,1948.0,609.0,984.0,16291.0,3792,880,1403,773,4553,2570,1892,1051,656,14460,2876,1178.9,348.0,320,11230,11680,19,31114,48667.0
622,2017,공공(일반),서울특별시,강남구,지자체,위탁,2006,행복한도서관,서울특별시 강남구 영동대로65길 24 (대치동),3층 행복한도서관,02-567-3833,02-565-3834,http://happylib.gangnam.go.kr/,강남구,600,677,281,1685,2928,848,378,2122,11137,2010,208.0,300.0,98.0,810.0,958.0,517.0,213.0,425.0,4327.0,822.0,1792.0,2699.0,1094.0,6878.0,5672.0,4191.0,1955.0,4104.0,29729.0,6964,1862,2155,1005,5976,3789,2736,1736,1060,18992,4293,3260.7,434.0,319,11230,11680,12,43604,96422.0
623,2017,공공(일반),서울특별시,강동구,교육청,직영,1984,서울특별시교육청강동도서관,서울특별시 강동구 양재대로116길 57 (길동),강동도서관,02-2225-9800,02-471-8520,http://gdlib.sen.go.kr,서울시 강동구,4248,1168,946,8834,13350,2757,1460,5164,55220,11521,848.0,1087.0,413.0,2905.0,460.0,1719.0,1174.0,605.0,6167.0,1284.0,8082.0,10359.0,3933.0,27675.0,4379.0,16371.0,11188.0,5764.0,58746.0,12234,7950,10616,5495,35119,10090,15529,9397,6971,60547,16190,3196.2,3082.26,312,11250,11740,34,177904,280061.0
624,2017,공공(일반),서울특별시,강동구,교육청,직영,1984,서울특별시교육청고덕평생학습관,서울특별시 강동구 고덕로,295 (고덕평생학습관),02-6902-2600,02-6902-2680,http://gdllc.sen.go.kr,강동구,4329,2728,2323,14307,16769,2549,1829,6486,82486,14423,780.0,992.0,211.0,3042.0,2468.0,1670.0,1231.0,650.0,9457.0,1647.0,7912.0,11500.0,5411.0,28840.0,4613.0,16375.0,7830.0,5963.0,50755.0,15200,6801,9077,4571,30359,9304,13655,9379,6674,56217,14901,9507.3,3853.64,322,11250,11740,34,160938,324776.0
626,2017,공공(일반),서울특별시,강동구,지자체,위탁,2009,강동구립강일도서관,서울특별시 강동구 아리수로93길,9 -14 (강일동복합청사),"02) 427-7676, 4004",02) 427-0588,http://gdlibrary.or.kr/gilib/,서울시 강동구 강일동,1600,1046,622,4222,7532,1010,896,8049,25684,5871,390.0,500.0,127.0,1459.0,1350.0,569.0,322.0,1861.0,7520.0,1647.0,5055.0,7250.0,2318.0,23729.0,15661.0,10843.0,4943.0,16928.0,84675.0,17253,3777,3786,1603,12782,7734,5896,3594,2734,34111,8703,1252.0,1207.0,298,11250,11740,9,84720,260932.0
627,2017,공공(일반),서울특별시,강동구,지자체,위탁,2007,강동구립성내도서관,서울특별시 강동구 성안로,106 1 (성내구립도서관),02-471-0044,02-471-1072,http://www.gdlibrary.or.kr/snlib,강동구,923,497,242,3083,3538,565,583,8560,15005,3058,208.0,338.0,113.0,871.0,679.0,422.0,260.0,1378.0,3414.0,685.0,6004.0,7090.0,2148.0,24573.0,13562.0,10942.0,5947.0,19768.0,78917.0,13942,2631,3318,1629,10807,5687,5210,3322,3380,27321,6520,402.8,1034.96,275,11250,11740,11,69825,227315.0
628,2017,공공(일반),서울특별시,강동구,지자체,위탁,2010,강동구립암사도서관,서울특별시 강동구 고덕로20길 42 (암사동),암사도서관,02-429-0476,02-429-0471,http://gdlibrary.or.kr/aslib,서울시 강동구,1569,1332,1188,6182,7215,1623,2181,11172,27118,5848,463.0,598.0,205.0,1727.0,1618.0,971.0,476.0,2435.0,10192.0,1798.0,6464.0,13835.0,4843.0,34987.0,20960.0,17158.0,11000.0,24094.0,97671.0,20652,2921,3829,1738,12026,6573,5561,4326,2526,31455,7742,642.0,1759.05,298,11250,11740,8,78697,337575.0
